SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-11-2019,Single Family Residential,23820 5th Ave W,Bothell,WA,98021,394950,3,1.5,Bothell,1232,11761,1967,15,321,,Sold,,,http://www.redfin.com/WA/Bothell/23820-5th-Ave-W-98021/home/2745210,NWMLS,1321341,N,Y,47.7818563,-122.2401039
PAST SALE,August-14-2018,Condo/Co-op,18930 Bothell Everett Hwy Unit A102,Bothell,WA,98012,290000,2,1.0,Thrashers Corner,887,,1998,165,327,361,Sold,,,http://www.redfin.com/WA/Bothell/18930-Bothell-Everett-Hwy-98012/unit-A102/home/12104291,NWMLS,1313038,N,Y,47.8252115,-122.2098446
PAST SALE,November-29-2018,Condo/Co-op,2009 196th St SE Unit F102,Bothell,WA,98012,320000,2,2.0,Thrashers Corner,1018,366781,2000,58,314,285,Sold,,,http://www.redfin.com/WA/Bothell/2009-196th-St-SE-98012/unit-F102/home/2884454,NWMLS,1366987,N,Y,47.8213595,-122.2049959
PAST SALE,November-27-2018,Single Family Residential,3121 200th Place SE,Bothell,WA,98012,555000,4,2.5,Thrashers Corner,1854,5663,1996,60,299,42,Sold,,,http://www.redfin.com/WA/Bothell/3121-200th-Pl-SE-98012/home/2851335,NWMLS,1365060,N,Y,47.8162327,-122.1905778
PAST SALE,September-28-2018,Single Family Residential,23714 Carter Rd,Bothell,WA,98021,625000,4,2.75,Bothell,2111,6970,2000,120,296,,Sold,,,http://www.redfin.com/WA/Bothell/23714-Carter-Rd-98021/home/2866048,NWMLS,1335538,N,Y,47.7833322,-122.252085
PAST SALE,December-20-2018,Single Family Residential,17808 31st Dr SE,Bothell,WA,98012,740000,4,2.5,Bothell,2925,6098,2001,37,253,,Sold,,,http://www.redfin.com/WA/Bothell/17808-31st-Dr-SE-98012/home/2886516,NWMLS,1369425,N,Y,47.8366722,-122.1908639
PAST SALE,August-28-2018,Single Family Residential,20314 97th Ave NE,Bothell,WA,98011,600000,3,2.25,Canyon Park,1650,10260,1977,151,364,,Sold,,,http://www.redfin.com/WA/Bothell/20314-97th-Ave-NE-98011/home/286416,NWMLS,1331436,N,Y,47.7757066,-122.211138
PAST SALE,December-7-2018,Condo/Co-op,2201 192nd St SE,Bothell,WA,98012,375000,3,1.75,Bothell,1396,,1999,50,269,395,Sold,,,http://www.redfin.com/WA/Bothell/2201-192nd-St-SE-98012/home/2539389,NWMLS,1378423,N,Y,47.82636,-122.2032819
PAST SALE,September-11-2018,Single Family Residential,23016 2nd Ave SE,Bothell,WA,98021,565000,4,2.0,Kenmore,2495,17860,1963,137,226,,Sold,,,http://www.redfin.com/WA/Bothell/23016-2nd-Ave-SE-98021/home/2706285,NWMLS,1319720,N,Y,47.7889254,-122.2290674
PAST SALE,October-29-2018,Condo/Co-op,15730 116th Ave NE #405,Bothell,WA,98011,440000,2,2.0,Bothell,1096,187743,2007,89,401,331,Sold,,,http://www.redfin.com/WA/Bothell/15730-116th-Ave-NE-98011/unit-405/home/12536617,NWMLS,1357600,N,Y,47.7422885,-122.1854547
PAST SALE,October-25-2018,Condo/Co-op,15700 116th Ave NE Unit 106A,Bothell,WA,98011,455000,2,2.0,Kingsgate,1309,187743,2007,93,348,394,Sold,,,http://www.redfin.com/WA/Bothell/15700-116th-Ave-NE-98011/unit-106A/home/12538510,NWMLS,1346250,N,Y,47.7417104,-122.1853146
PAST SALE,August-7-2018,Single Family Residential,2724 169th St SE,Bothell,WA,98012,520000,4,2.5,Bothell,2158,8712,1978,172,241,,Sold,,,http://www.redfin.com/WA/Bothell/2724-169th-St-SE-98012/home/2779803,NWMLS,1300921,N,Y,47.844788184,-122.1957471
PAST SALE,October-26-2018,Single Family Residential,20023 6th Dr SE,Bothell,WA,98012,830000,5,3.0,Bothell,3371,6970,2015,92,246,94,Sold,,,http://www.redfin.com/WA/Bothell/20023-6th-Dr-SE-98012/home/105199456,NWMLS,1345087,N,Y,47.8161828,-122.2226734
PAST SALE,August-31-2018,Single Family Residential,18127 42nd Dr SE,Bothell,WA,98012,749900,5,2.75,Bothell,2661,6369,2014,148,282,37,Sold,,,http://www.redfin.com/WA/Bothell/18127-42nd-Dr-SE-98012/home/69351843,NWMLS,1309673,N,Y,47.8329122,-122.1758486
PAST SALE,October-30-2018,Townhouse,2001 187th Place SE,Bothell,WA,98012,450000,3,2.25,Bothell,1515,3049,1995,88,297,76,Sold,,,http://www.redfin.com/WA/Bothell/2001-187th-Pl-SE-98012/home/2843226,NWMLS,1326475,N,Y,47.828213,-122.20595
PAST SALE,January-7-2019,Single Family Residential,3321 189th Place SE,Bothell,WA,98012,560000,4,2.5,Bothell,1982,4356,2000,19,283,25,Sold,,,http://www.redfin.com/WA/Bothell/3321-189th-Pl-SE-98012/home/2882120,NWMLS,1358083,N,Y,47.8260789,-122.1877965
PAST SALE,August-13-2018,Single Family Residential,17325 24th Ave SE,Bothell,WA,98012,515000,4,1.75,Mays Pond,1487,7405,1970,166,346,26,Sold,,,http://www.redfin.com/WA/Bothell/17325-24th-Ave-SE-98012/home/2677535,NWMLS,1316536,N,Y,47.840269,-122.1999521
PAST SALE,November-21-2018,Townhouse,317 202nd St SE,Bothell,WA,98012,589950,4,3.0,Floral Hills,2483,2866,2016,66,238,75,Sold,,,http://www.redfin.com/WA/Bothell/317-202nd-St-SE-98012/unit-9/home/104230508,NWMLS,1337308,N,Y,47.8149186,-122.2272224
PAST SALE,November-14-2018,Condo/Co-op,14915 38th Dr SE #1113,Bothell,WA,98012,315000,2,2.5,Mill Creek,1114,399159,2006,73,283,240,Sold,,,http://www.redfin.com/WA/Bothell/14915-38th-Dr-SE-98012/unit-1113/home/11883715,NWMLS,1362847,N,Y,47.8625823,-122.1801939
PAST SALE,September-25-2018,Single Family Residential,4610 145th Place SE,Snohomish,WA,98296,800000,4,2.5,Mill Creek,3579,8712,2005,123,224,,Sold,,,http://www.redfin.com/WA/Snohomish/4610-145th-Pl-SE-98296/home/2899805,NWMLS,1338807,N,Y,47.865356,-122.170805
PAST SALE,November-13-2018,Single Family Residential,17211 109th Place NE,Bothell,WA,98011,865000,3,2.5,Bothell,2870,10237,2000,74,301,,Sold,,,http://www.redfin.com/WA/Bothell/17211-109th-Pl-NE-98011/home/285140,NWMLS,1362805,N,Y,47.7526718,-122.1949801
PAST SALE,August-20-2018,Townhouse,3417 164th Place SE,Bothell,WA,98012,455000,3,2.5,Bothell,1682,2099,2012,159,271,100,Sold,,,http://www.redfin.com/WA/Bothell/3417-164th-Pl-SE-98012/unit-9/home/45390339,NWMLS,1305074,N,Y,47.8486651,-122.1856983
PAST SALE,September-17-2018,Single Family Residential,19416 2nd Dr SE Unit B,Bothell,WA,98012,500000,2,1.75,Bothell,1466,158171,2000,131,341,250,Sold,,,http://www.redfin.com/WA/Bothell/19416-2nd-Dr-SE-98012/unit-B/home/2887691,NWMLS,1340300,N,Y,47.821648,-122.2284124
PAST SALE,August-23-2018,Single Family Residential,1311 191st St SE,Bothell,WA,98012,593999,4,3.0,North Creek,2047,5663,2007,156,290,,Sold,,,http://www.redfin.com/WA/Bothell/1311-191st-St-SE-98012/home/12489607,NWMLS,1330188,N,Y,47.8251635,-122.2151157
PAST SALE,August-29-2018,Single Family Residential,2923 193rd Place SE,Bothell,WA,98012,385000,3,1.0,Bothell,1248,12632,1968,150,308,,Sold,,,http://www.redfin.com/WA/Bothell/2923-193rd-Pl-SE-98012/home/2764878,NWMLS,1302391,N,Y,47.8218348,-122.1929827
PAST SALE,July-31-2018,Single Family Residential,324 221st St SW,Bothell,WA,98021,537500,3,2.5,Bothell,2268,8712,1977,179,237,,Sold,,,http://www.redfin.com/WA/Bothell/324-221st-St-SW-98021/home/2775584,NWMLS,1305414,N,Y,47.7973411,-122.2380954
PAST SALE,November-16-2018,Single Family Residential,17825 28th Ave SE,Bothell,WA,98012,461000,3,2.0,Bothell,1402,10019,1985,71,329,,Sold,,,http://www.redfin.com/WA/Bothell/17825-28th-Ave-SE-98012/home/2799801,NWMLS,1343789,N,Y,47.8356379,-122.1941657
PAST SALE,September-21-2018,Single Family Residential,3518 157th Place SE,Bothell,WA,98012,705000,3,2.5,Bothell,2781,7841,2005,127,254,47,Sold,,,http://www.redfin.com/WA/Mill-Creek/3518-157th-Pl-SE-98012/home/2910155,NWMLS,1328499,N,Y,47.8548313,-122.1862454
PAST SALE,November-16-2018,Single Family Residential,18025 28th Dr SE,Bothell,WA,98012,535000,4,2.5,North Bothell,1827,5000,2002,71,293,58,Sold,,,http://www.redfin.com/WA/Bothell/18025-28th-Dr-SE-98012/unit-6/home/2896012,NWMLS,1343073,N,Y,47.8336989,-122.1943852
PAST SALE,October-26-2018,Single Family Residential,18230 92nd Ave NE,Bothell,WA,98011,502000,4,2.5,West Hill,2070,8868,1977,92,243,,Sold,,,http://www.redfin.com/WA/Bothell/18230-92nd-Ave-NE-98011/home/287124,NWMLS,1324932,N,Y,47.7601247,-122.2171808
PAST SALE,September-6-2018,Single Family Residential,10516 NE 196th St,Bothell,WA,98011,699950,4,2.5,Maywood Hills,2116,9000,1978,142,331,,Sold,,,http://www.redfin.com/WA/Bothell/10516-NE-196th-St-98011/home/286765,NWMLS,1330281,N,Y,47.7708099,-122.1995193
PAST SALE,October-25-2018,Townhouse,1906 187th Place SE,Bothell,WA,98012,466950,3,2.25,Bothell,1535,3920,1995,93,304,76,Sold,,,http://www.redfin.com/WA/Bothell/1906-187th-Pl-SE-98012/home/2843325,NWMLS,1355898,N,Y,47.827771,-122.206745
PAST SALE,October-5-2018,Condo/Co-op,1514 228th St SW,Bothell,WA,98021,490000,3,2.75,Bothell,2020,25212,1995,113,243,150,Sold,,,http://www.redfin.com/WA/Bothell/1514-228th-St-SW-98021/unit-A/home/2862991,NWMLS,1315352,N,Y,47.7912309,-122.2536613
PAST SALE,August-15-2018,Townhouse,18728 10th Ave SE #18,Bothell,WA,98012,510000,3,2.5,North Creek,1860,4000,2004,164,274,60,Sold,,,http://www.redfin.com/WA/Bothell/18728-10th-Ave-SE-98012/unit-18/home/2912907,NWMLS,1313091,N,Y,47.8279932,-122.2169141
PAST SALE,September-28-2018,Single Family Residential,3310 199th Place SE,Bothell,WA,98012,545000,4,3.0,North Bothell,1984,12632,1976,120,275,,Sold,,,http://www.redfin.com/WA/Bothell/3310-199th-Pl-SE-98012/home/2771642,NWMLS,1338868,N,Y,47.8164946,-122.1882336
PAST SALE,November-20-2018,Single Family Residential,9419 NE 180th St,Bothell,WA,98011,535000,3,1.75,Bothell,1690,14162,1949,67,317,,Sold,,,http://www.redfin.com/WA/Bothell/9419-NE-180th-St-98011/home/285761,NWMLS,1375854,N,Y,47.7582375,-122.2147172
PAST SALE,August-10-2018,Single Family Residential,12939 NE 204th Place,Woodinville,WA,98072,690000,4,2.5,Woodinville,2440,3635,2004,169,283,,Sold,,,http://www.redfin.com/WA/Woodinville/12939-NE-204th-Pl-98072/home/18662269,NWMLS,1331214,N,Y,47.7755273,-122.1682939
PAST SALE,November-6-2018,Single Family Residential,24303 23rd Ave W,Bothell,WA,98021,745000,4,3.0,Bothell,2864,45738,1978,81,260,,Sold,,,http://www.redfin.com/WA/Bothell/24303-23rd-Ave-W-98021/home/2655118,NWMLS,1355831,N,Y,47.7778818,-122.2617159
PAST SALE,December-12-2018,Single Family Residential,314 182nd St SE,Bothell,WA,98012,738000,4,3.0,North Bothell,3130,4792,2017,45,236,20,Sold,,,http://www.redfin.com/WA/Bothell/314-182nd-St-SE-98012/home/143846873,NWMLS,1363217,N,Y,47.8326308,-122.2230857
PAST SALE,August-17-2018,Single Family Residential,23410 13th Ave SE,Bothell,WA,98021,825000,4,2.5,Bothell,2843,7841,2001,162,290,,Sold,,,http://www.redfin.com/WA/Bothell/23410-13th-Ave-SE-98021/home/2884779,NWMLS,1304635,N,Y,47.7853334,-122.2157487
PAST SALE,October-4-2018,Single Family Residential,17801 20th Ave SE,Bothell,WA,98012,560000,3,3.5,Bothell,2450,3640,2009,114,229,62,Sold,,,http://www.redfin.com/WA/Bothell/17801-20th-Ave-SE-98012/unit-19/home/11884024,NWMLS,1339494,N,Y,47.8365577,-122.2058618
PAST SALE,August-3-2018,Single Family Residential,16928 17th Ave SE,Bothell,WA,98012,505000,3,1.75,Bothell,1500,9583,1983,176,337,,Sold,,,http://www.redfin.com/WA/Bothell/16928-17th-Ave-SE-98012/home/2791174,NWMLS,1318794,N,Y,47.8437571,-122.2097982
PAST SALE,October-22-2018,Single Family Residential,12849 NE 197th Place,Woodinville,WA,98072,700000,4,2.75,North Creek,2190,4596,2010,96,320,35,Sold,,,http://www.redfin.com/WA/Woodinville/12849-NE-197th-Pl-98072/home/22525450,NWMLS,1335017,N,Y,47.77048,-122.1691998
PAST SALE,December-17-2018,Single Family Residential,16428 42nd Dr SE,Bothell,WA,98012,599950,4,2.75,Bothell,2442,6534,2007,40,246,,Sold,,,http://www.redfin.com/WA/Bothell/16428-42nd-Dr-SE-98012/home/12490539,NWMLS,1363171,N,Y,47.8482167,-122.1759457
PAST SALE,September-14-2018,Single Family Residential,12217 NE 165th Place,Bothell,WA,98011,700000,4,2.5,Bothell,1800,10924,1995,134,389,9,Sold,,,http://www.redfin.com/WA/Bothell/12217-NE-165th-Pl-98011/home/455866,NWMLS,1347167,N,Y,47.747643,-122.1761933
PAST SALE,November-30-2018,Single Family Residential,3600 202nd Place SE,Bothell,WA,98012,650000,3,2.75,North Creek,2410,3485,2016,57,270,65,Sold,,,http://www.redfin.com/WA/Bothell/3600-S-202nd-Place-E-98012/home/105658741,NWMLS,1335327,N,Y,47.8144675,-122.1845227
PAST SALE,July-30-2018,Single Family Residential,1233 227th Place SW,Bothell,WA,98021,465000,3,2.0,Kenmore,1306,7841,1983,180,356,,Sold,,,http://www.redfin.com/WA/Bothell/1233-227th-Pl-SW-98021/home/2802830,NWMLS,1310058,N,Y,47.792304,-122.2504487
PAST SALE,October-9-2018,Single Family Residential,16225 1st Place W #16,Bothell,WA,98012,485000,4,2.5,Martha Lake,2092,6147,2006,109,232,80,Sold,,,http://www.redfin.com/WA/Bothell/16225-1st-Pl-W-98012/unit-16/home/11882598,NWMLS,1348014,N,Y,47.8503834,-122.2347144
PAST SALE,October-9-2018,Townhouse,15 164th St SW Unit G-3,Bothell,WA,98012,423000,3,2.25,Mill Creek,1546,,2006,109,274,280,Sold,,,http://www.redfin.com/WA/Bothell/15-164th-St-SW-98012/unit-G3/home/12105077,NWMLS,1334703,N,Y,47.8496584,-122.2333042
PAST SALE,December-3-2018,Single Family Residential,10711 Ross Rd Unit A,Bothell,WA,98011,642500,3,2.5,Bothell,2325,71371,2008,54,276,295,Sold,,,http://www.redfin.com/WA/Bothell/10711-Ross-Rd-98011/unit-A/home/40262734,NWMLS,1371950,N,Y,47.7630974,-122.1976434
PAST SALE,August-29-2018,Single Family Residential,17510 Gravenstein Rd,Bothell,WA,98012,660000,4,2.5,Martha Lake,2652,11761,1992,150,249,,Sold,,,http://www.redfin.com/WA/Bothell/17510-Gravenstein-Rd-98012/home/2829774,NWMLS,1331642,N,Y,47.8395017,-122.2352893
PAST SALE,November-16-2018,Townhouse,16307 1st Place W,Bothell,WA,98012,495000,4,2.5,Martha Lake,2233,2800,2006,71,222,80,Sold,,,http://www.redfin.com/WA/Bothell/16307-1st-Pl-W-98012/unit-20/home/17085355,NWMLS,1369287,N,Y,47.8499702,-122.2349352
PAST SALE,November-7-2018,Single Family Residential,122 167th Place SW,Mill Creek,WA,98012,505000,3,2.5,Mill Creek,1585,3920,2001,80,319,,Sold,,,http://www.redfin.com/WA/Mill-Creek/122-167th-Pl-SW-98012/home/2889800,NWMLS,1371597,N,Y,47.846729,-122.234844
PAST SALE,November-30-2018,Townhouse,9632 NE 183rd St Unit B,Bothell,WA,98011,718000,3,2.5,Downtown Bothell,1537,,2018,57,467,257,Sold,,,http://www.redfin.com/WA/Bothell/9632-NE-183rd-St-98011/unit-B/home/147038283,NWMLS,1360760,N,Y,47.7608179,-122.2113193
PAST SALE,November-30-2018,Single Family Residential,19719 104th Ave NE,Bothell,WA,98011,699700,4,2.5,Maywood Hills,2560,15600,1956,57,273,,Sold,,,http://www.redfin.com/WA/Bothell/19719-104th-Ave-NE-98011/home/287319,NWMLS,1378454,N,Y,47.7715353,-122.2019964
PAST SALE,October-29-2018,Single Family Residential,19724 11th Dr SE Unit ARV15,Bothell,WA,98012,781050,5,2.75,Thrashers Corner,2474,5800,2018,89,316,81,Sold,,,http://www.redfin.com/WA/Bothell/19724-11th-Dr-SE-98012/unit-ARV15/home/146191420,NWMLS,1324539,N,Y,47.81923653374088,-122.21654419634046
PAST SALE,August-17-2018,Single Family Residential,18206 42nd Dr SE,Bothell,WA,98012,730000,6,3.5,North Creek,3296,3920,2014,162,221,37,Sold,,,http://www.redfin.com/WA/Bothell/18206-42nd-Dr-SE-98012/home/69351849,NWMLS,1314071,N,Y,47.8325724,-122.176385
PAST SALE,August-20-2018,Single Family Residential,17814 41st Dr SE Unit PND 9,Bothell,WA,98012,655880,3,2.5,Bothell,1856,3200,2018,159,353,96,Sold,,,http://www.redfin.com/WA/Bothell/17814-41st-Dr-SE-98012/unit-PND-9/home/145543234,NWMLS,1283086,N,Y,47.8354037,-122.1772804
PAST SALE,December-7-2018,Single Family Residential,18716 12th Dr SE,Bothell,WA,98012,667000,4,2.5,Canyon Park,3029,4792,2005,50,220,35,Sold,,,http://www.redfin.com/WA/Bothell/18716-12th-Dr-SE-98012/home/2904005,NWMLS,1382454,N,Y,47.8280564,-122.2160273
PAST SALE,October-15-2018,Single Family Residential,909 183rd Place SE,Mill Creek,WA,98012,573000,4,2.5,Bothell,1996,5227,2001,103,287,42,Sold,,,http://www.redfin.com/WA/Mill-Creek/909-183rd-Pl-SE-98012/home/2889643,NWMLS,1362204,N,Y,47.8318789,-122.2194552
PAST SALE,October-12-2018,Single Family Residential,18412 11th Dr SE,Bothell,WA,98012,583000,4,2.5,Bothell,2064,4792,2001,106,282,50,Sold,,,http://www.redfin.com/WA/Bothell/18412-11th-Dr-SE-98012/home/2888735,NWMLS,1341407,N,Y,47.8307544,-122.2172871
PAST SALE,October-9-2018,Single Family Residential,631 196th Place SE,Bothell,WA,98012,525000,3,1.75,Bothell,1248,10890,1989,109,421,,Sold,,,http://www.redfin.com/WA/Bothell/631-196th-Pl-SE-98012/home/2819342,NWMLS,1337068,N,Y,47.8202836,-122.2223224
PAST SALE,October-25-2018,Single Family Residential,4604 186th Place SE,Bothell,WA,98012,716311,3,3.5,North Creek,2190,2387,2017,93,327,85,Sold,,,http://www.redfin.com/WA/Bothell/4604-186th-Pl-SE-98012/home/143020648,NWMLS,1169149,N,Y,47.8289,-122.1723
PAST SALE,October-4-2018,Single Family Residential,186th Place SE,Bothell,WA,98012,701740,4,3.5,North Creek,2291,3728,2017,114,306,85,Sold,,,http://www.redfin.com/WA/Bothell/186th-Pl-SE-98012/home/143185310,NWMLS,1176290,N,Y,47.8289,-122.1723
PAST SALE,November-28-2018,Single Family Residential,213 178th St SE #7,Bothell,WA,98012,690000,5,3.5,Mill Creek,3222,3822,2018,59,214,128,Sold,,,http://www.redfin.com/WA/Unknown/213-178th-St-SE-98012/unit-7/home/145939072,NWMLS,1304254,N,Y,47.836535,-122.229716
PAST SALE,October-5-2018,Single Family Residential,18620 45th Dr SE,Bothell,WA,98012,842245,4,2.5,North Creek,2779,4137,2017,113,303,85,Sold,,,http://www.redfin.com/WA/Bothell/18620-45th-Dr-SE-98012/home/144083086,NWMLS,1207596,N,Y,47.8161589,-122.1713449
PAST SALE,October-24-2018,Single Family Residential,18732 45th Dr SE,Bothell,WA,98012,729934,4,2.25,North Creek,1838,2811,2018,94,397,88,Sold,,,http://www.redfin.com/WA/Bothell/18732-45th-Dr-SE-98012/home/144397986,NWMLS,1222526,N,Y,47.8161589,-122.1713449
PAST SALE,July-31-2018,Single Family Residential,17719 7th Ave W,Bothell,WA,98012,725000,3,2.0,Bothell,2048,25265,1977,179,354,,Sold,,,http://www.redfin.com/WA/Bothell/17719-7th-Ave-W-98012/home/2773853,NWMLS,1293432,N,Y,47.8372513,-122.2421873
PAST SALE,November-20-2018,Condo/Co-op,18715 104th Ave NE #5,Bothell,WA,98011,699999,3,2.75,Downtown Bothell,1796,14455,2018,67,390,210,Sold,,,http://www.redfin.com/WA/Bothell/18715-104th-Ave-NE-98011/unit-5/home/147867431,NWMLS,1380107,N,Y,47.7643423,-122.2015633
PAST SALE,November-8-2018,Single Family Residential,18725 46th Ave SE,Bothell,WA,98012,766200,5,2.75,North Creek,2186,4102,2018,79,351,88,Sold,,,http://www.redfin.com/WA/Bothell/18725-46th-Ave-SE-98012/home/144476811,NWMLS,1225786,N,Y,47.828913,-122.172253
PAST SALE,October-16-2018,Single Family Residential,4111 177th Place SE Unit PND 5,Bothell,WA,98012,640978,3,2.5,Bothell,1856,3400,2018,102,345,96,Sold,,,http://www.redfin.com/WA/Bothell/4111-177th-Pl-SE-98012/unit-PND-5/home/145543178,NWMLS,1283068,N,Y,47.8372545,-122.1865422
PAST SALE,October-26-2018,Single Family Residential,18332 27th Dr SE,Bothell,WA,98012,615500,4,2.5,North Bothell,2328,5000,2003,92,264,59,Sold,,,http://www.redfin.com/WA/Bothell/18332-27th-Dr-SE-98012/unit-45/home/2895230,NWMLS,1334881,N,Y,47.831049,-122.1948282
PAST SALE,October-9-2018,Single Family Residential,3915 178th St SE,Bothell,WA,98012,645000,4,2.5,North Creek,2131,4792,2012,109,303,,Sold,,,http://www.redfin.com/WA/Bothell/3915-178th-St-SE-98012/home/45390780,NWMLS,1341761,N,Y,47.8365373,-122.1791909
PAST SALE,October-29-2018,Single Family Residential,15622 36th Ave SE,Bothell,WA,98012,690000,4,2.75,Mill Creek,2898,5663,2006,89,238,41,Sold,,,http://www.redfin.com/WA/Bothell/15622-36th-Ave-SE-98012/home/22957932,NWMLS,1361027,N,Y,47.8557319,-122.1851532
PAST SALE,November-28-2018,Single Family Residential,4523 187th Place SE Unit A,Bothell,WA,98012,679681,3,3.5,North Creek,2190,3031,2017,59,310,85,Sold,,,http://www.redfin.com/WA/Bothell/4523-187th-Pl-SE-98012/unit-A/home/143937387,NWMLS,1200780,N,Y,47.8277508,-122.1859411
PAST SALE,October-10-2018,Single Family Residential,20401 Bothell Way NE,Bothell,WA,98011,316500,3,1.0,Bothell,1080,30721,1918,108,293,,Sold,,,http://www.redfin.com/WA/Bothell/20401-Bothell-Way-NE-98011/home/283963,NWMLS,1351497,N,Y,47.7760877,-122.2172102
PAST SALE,November-15-2018,Single Family Residential,4413 235th Place SE #206,Bothell,WA,98021,849950,4,2.5,Canyon Park,2501,3399,2018,72,340,71,Sold,,,http://www.redfin.com/WA/Bothell/4413-235th-Pl-SE-98021/unit-206/home/145874766,NWMLS,1301084,N,Y,47.7853791,-122.2029648
PAST SALE,August-27-2018,Single Family Residential,23131 14th Dr SE,Bothell,WA,98021,610000,4,2.5,Canyon Park,2398,8267,1994,152,254,3,Sold,,,http://www.redfin.com/WA/Bothell/23131-14th-Dr-SE-98021/home/2838032,NWMLS,1331706,N,Y,47.7878298,-122.2132629
PAST SALE,August-13-2018,Single Family Residential,16813 42nd Dr SE,Bothell,WA,98012,655000,3,2.5,North Creek,1990,6098,2013,166,329,48,Sold,,,http://www.redfin.com/WA/Bothell/16813-42nd-Dr-SE-98012/home/54809064,NWMLS,1326640,N,Y,47.8451106,-122.1754384
PAST SALE,October-31-2018,Single Family Residential,19728 11th Dr SE Unit ARV17,Bothell,WA,98012,821200,5,2.75,Thrashers Corner,2703,4699,2018,87,304,81,Sold,,,http://www.redfin.com/WA/Bothell/19728-11th-Dr-SE-98012/unit-ARV17/home/146242582,NWMLS,1326884,N,Y,47.8137925,-122.2165806
PAST SALE,December-7-2018,Single Family Residential,4523 187th Place SE Unit B,Bothell,WA,98012,679036,3,3.5,North Creek,2190,2085,2018,50,310,85,Sold,,,http://www.redfin.com/WA/Bothell/4523-187th-Pl-SE-98012/unit-B/home/144960362,NWMLS,1262765,N,Y,47.8277508,-122.1859411
PAST SALE,October-10-2018,Single Family Residential,17109 3rd Ave SE,Mill Creek,WA,98012,683000,8,3.0,North Creek,3629,21344,1988,108,188,,Sold,,,http://www.redfin.com/WA/Bothell/17109-3rd-Ave-SE-98012/home/2482156,NWMLS,1337012,N,Y,47.8428803,-122.2273276
PAST SALE,September-17-2018,Single Family Residential,19424 2nd Dr SE Unit A,Bothell,WA,98012,490000,2,1.75,Bothell,1466,158171,2000,131,334,250,Sold,,,http://www.redfin.com/WA/Bothell/19424-2nd-Dr-SE-98012/unit-A/home/2887694,NWMLS,1354090,N,Y,47.8207986,-122.2283202
PAST SALE,September-27-2018,Single Family Residential,20433 13th Dr SE,Bothell,WA,98012,455000,4,2.5,Thrashers Corner,1930,7405,1974,121,236,,Sold,,,http://www.redfin.com/WA/Bothell/20433-13th-Dr-SE-98012/home/2751922,NWMLS,1297665,N,Y,47.811953,-122.2143745
PAST SALE,August-31-2018,Single Family Residential,4404 186th St SE,Bothell,WA,98012,745000,3,2.5,North Bothell,2233,3049,2016,148,334,89,Sold,,,http://www.redfin.com/WA/Bothell/4404-186th-St-SE-98012/home/103768359,NWMLS,1343388,N,Y,47.8288029,-122.1733397
PAST SALE,August-30-2018,Single Family Residential,19115 104th Ave NE,Bothell,WA,98011,650000,4,2.25,Downtown Bothell,2090,15743,1962,149,311,,Sold,,,http://www.redfin.com/WA/Bothell/19115-104th-Ave-NE-98011/home/286432,NWMLS,1317545,N,Y,47.7673311,-122.2018924
PAST SALE,December-1-2018,Single Family Residential,1410 192nd Place SE #11,Bothell,WA,98012,624995,5,3.25,Bothell,2738,2928,2018,56,228,125,Sold,,,http://www.redfin.com/WA/Bothell/1408-192nd-St-SE-98012/unit-11/home/146214136,NWMLS,1326000,N,Y,47.8235814,-122.2139896
PAST SALE,November-30-2018,Single Family Residential,17404 31st Dr SE,Bothell,WA,98012,593250,4,2.5,Bothell,2695,6098,2001,57,220,25,Sold,,,http://www.redfin.com/WA/Bothell/17404-31st-Dr-SE-98012/home/2886506,NWMLS,1290129,N,Y,47.8398188,-122.1908296
PAST SALE,December-7-2018,Single Family Residential,17024 17th Ave SE,Bothell,WA,98012,445000,4,2.0,Bothell,2423,9583,1980,50,184,,Sold,,,http://www.redfin.com/WA/Bothell/17024-17th-Ave-SE-98012/home/2791177,NWMLS,1374674,N,Y,47.8430172,-122.2098285
PAST SALE,November-30-2018,Single Family Residential,2331 170th St SE,Bothell,WA,98012,550000,4,2.25,Mill Creek,2465,7405,1977,57,223,,Sold,,,http://www.redfin.com/WA/Bothell/2331-170th-St-SE-98012/home/2774313,NWMLS,1358786,N,Y,47.8436234,-122.2006274
PAST SALE,October-12-2018,Single Family Residential,21620 6th Ave W,Bothell,WA,98021,435000,3,1.75,Bothell,1584,8712,1970,106,275,,Sold,,,http://www.redfin.com/WA/Bothell/21620-6th-Ave-W-98021/home/2768955,NWMLS,1352357,N,Y,47.8017348,-122.2410617
PAST SALE,October-5-2018,Single Family Residential,720 183rd St SE,Bothell,WA,98012,1875000,6,4.0,North Creek,6420,205168,2005,113,292,,Sold,,,http://www.redfin.com/WA/Bothell/720-183rd-St-SE-98012/home/2546494,NWMLS,1291008,N,Y,47.8315914,-122.2235917
